# sampling_caveat: Purposive sampling subject to availability constraints. Results describe the beliefs of the surveyed sample, not of software engineering practitioners in general, and no inference to a wider population is supported (Baltes & Ralph, 2022, Empirical Software Engineering).
# question_order_caveat: BTHSurvey provides no question-order randomisation, so all 50 claims were presented in a fixed order to every respondent. Order effects (fatigue, priming, anchoring) cannot be estimated or corrected for by this tool and stand as a documented construct-validity limitation.
# classification_rule: majority > 50% of directional answers; IDK-dominant at >= 30% of the full sample
# run_id: 20260904T170248Z-d602c796
# input_file: data/raw/export (4).xlsx
# input_sha256: d602c796f3cbfb3f5322be5551f12e280f71dbd1880fbd430253c4518e4ddd95
scope,claim_id,variable,group,reason,n_valid
subgroup,CLM-000060,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000060,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000060,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000060,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000060,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",55
subgroup,CLM-000073,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000073,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000073,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000073,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000073,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000073,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000073,country,Finland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000073,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000073,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000073,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000073,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000073,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000073,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000073,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000073,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000073,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000073,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000073,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000073,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000073,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000073,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",52
subgroup,CLM-000194,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000194,country,Austria,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000194,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Belgium,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000194,country,Brazil,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000194,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000194,country,Denmark,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000194,country,Finland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000194,country,Greece,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000194,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000194,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000194,country,Israel,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000194,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000194,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000194,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000194,country,Norway,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000194,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000194,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000194,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,Russia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000194,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000194,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000194,country,Spain,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000194,country,Switzerland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000194,country,Thailand,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000194,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000194,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",31
subgroup,CLM-000026,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000026,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000026,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000026,country,Denmark,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000026,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000026,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Ireland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000026,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000026,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000026,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000026,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000026,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000026,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000026,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000026,country,Spain,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000026,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000026,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000026,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000026,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",55
subgroup,CLM-000085,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000085,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000085,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000085,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000085,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000085,country,Denmark,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000085,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,India,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000085,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000085,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000085,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000085,country,Norway,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000085,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000085,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000085,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Singapore,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000085,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000085,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000085,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000085,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000085,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000085,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",50
subgroup,CLM-000459,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,Austria,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000459,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000459,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000459,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000459,country,Denmark,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,Finland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000459,country,France,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000459,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,India,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Ireland,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Israel,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000459,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000459,country,Norway,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Other / Prefer not to say,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000459,country,Poland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000459,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,Russia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,Singapore,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000459,country,South Africa,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000459,country,Switzerland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000459,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000459,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
